GenomeID	Gene_number
937314	4033
714102	4033
1085697	4033
759847	4033
978929	4033
733966	4033
1001955	4033
626198	4033
958967	4033
635855	4033
978229	4033
649343	4033
1044526	4033
774097	4033
1021903	4033
686802	4033
1004653	4033
676664	4033
441151	4033
442083	4033
445417	4033
394580	4033
450210	4033
465575	4033
387228	4033
425728	4033
382354	4033
449655	4033
441863	4033
385810	4033
394020	4033
436668	4033
462118	4033
398450	4033
371878	4033
431872	4033
412022	4033
405400	4033
438192	4033
411067	4033
406286	4033
453832	4033
418636	4033
493204	4033
493314	4033
500258	4033
500339	4033
574800	4033
336593	4033
1055773	4033
1030404	4033
942064	4033
607280	4033
973970	4033
649087	4033
1048746	4033
712836	4033
979152	4033
618980	4033
955676	4033
697319	4033
444086	4033
450958	4033
450727	4033
1021912	4033
864296	4033
799749	4033
337195	4033
350391	4033
337358	4033
349355	4033
318841	4033
322207	4033
314511	4033
310959	4033
303547	4033
313439	4033
336373	4033
340621	4033
310209	4033
325266	4033
345544	4033
332869	4033
345829	4033
324572	4033
342302	4033
355664	4033
4478479	4033
3604010	4033
4432291	4033
3610038	4033
2993437	4033
2117426	4033
3940413	4033
4429312	4033
2429776	4033
4397457	4033
4378087	4033
2674565	4033
611463	4033
3003947	4033
314654	4033
4416450	4033
1012339	4033
677602	4033
856261	4033
748356	4033
920889	4033
920472	4033
768208	4033
349314	4033
1030540	4033
682741	4033
316225	4033
312019	4033
324348	4033
988314	4033
141264	4033
121352	4033
259035	4033
326718	4033
104391	4033
236202	4033
4320481	4033
4373653	4033
331992	4033
1146184	4033
826503	4033
814546	4033
821880	4033
169009	4033
160286	4033
161478	4033
3517971	4033
1639393	4033
1639398	4033
590417	4033
151259	4033
152421	4033
555617	4033
140071	4033
231862	4033
1125059	4033
4429362	4033
64657	4033
4337410	4033
722690	4033
980640	4033
707600	4033
539579	4033
810588	4033
267708	4033
4365152	4033
3762646	4033
4267655	4033
2874842	4033
4330437	4033
4483127	4033
3258590	4033
4358552	4033
3799794	4033
4358550	4033
3799793	4033
819673	4033
303781	4033
4439276	4033
304767	4033
509679	4033
323151	4033
1770894	4033
433643	4033
455744	4033
4077363	4033
2572354	4033
1793785	4033
4410774	4033
3536246	4033
4298188	4033
4335734	4033
4339154	4033
4384675	4033
4354688	4033
4194885	4033
3085147	4033
3896075	4033
690456	4033
1572278	4033
3475690	4033
2195977	4033
2135234	4033
1549257	4033
4385556	4033
1512087	4033
3845866	4033
341096	4033
2802206	4033
4477416	4033
345641	4033
2303925	4033
2309601	4033
4075222	4033
4448217	4033
4448216	4033
3727576	4033
561650	4033
4460141	4033
4421338	4033
2639473	4033
4334056	4033
286873	4033
872797	4033
945305	4033
1003987	4033
950245	4033
1101289	4033
168614	4033
313699	4033
350818	4033
308959	4033
3522841	4033
1101889	4033
931308	4033
304574	4033
338365	4033
311284	4033
315037	4033
310643	4033
341673	4033
321094	4033
342730	4033
318924	4033
328082	4033
318565	4033
318665	4033
1708702	4033
873953	4033
871511	4033
8389	4033
63478	4033
4329734	4033
1134885	4033
1127350	4033
4402841	4033
4402839	4033
4402835	4033
4373665	4033
1122842	4033
1135400	4033
1137847	4033
1145180	4033
1141186	4033
1145567	4033
1122286	4033
4402837	4033
4402836	4033
4373660	4033
4373663	4033
1133175	4033
1132591	4033
4319159	4033
4442252	4033
1130854	4033
1136168	4033
4429361	4033
4373659	4033
4373661	4033
4410985	4033
1141650	4033
4428752	4033
1128450	4033
237406	4033
1131852	4033
1147542	4033
811617	4033
3799795	4033
312078	4033
317445	4033
338685	4033
331307	4033
243275	4033
143092	4033
809567	4033
316938	4033
305938	4033
314245	4033
316581	4033
356169	4033
352349	4033
341188	4033
573449	4033
349527	4033
334885	4033
320294	4033
311175	4033
344961	4033
320180	4033
324718	4033
336376	4033
321948	4033
331883	4033
310008	4033
305939	4033
335357	4033
343549	4033
353972	4033
327515	4033
347550	4033
350006	4033
346986	4033
315924	4033
4345913	4033
4305197	4033
539944	4033
343248	4033
304927	4033
312162	4033
347158	4033
337587	4033
321222	4033
306707	4033
339242	4033
337152	4033
353542	4033
331213	4033
313592	4033
322483	4033
309774	4033
314647	4033
356332	4033
322170	4033
305358	4033
331568	4033
307948	4033
330466	4033
343146	4033
334072	4033
107590	4033
341536	4033
324486	4033
306787	4033
318925	4033
350976	4033
354699	4033
322882	4033
304587	4033
329230	4033
326275	4033
351700	4033
340183	4033
3142823	4033
351310	4033
440030	4033
4395549	4033
4384034	4033
4409005	4033
327449	4033
4382151	4033
4382152	4033
4382148	4033
2251841	4033
4078179	4033
2077522	4033
614960	4033
4325129	4033
2077523	4033
2366354	4033
4464132	4033
353354	4033
4200769	4033
4194874	4033
4378080	4033
4378085	4033
3964074	4033
1770889	4033
4472145	4033
4459783	4033
2700492	4033
3610034	4033
4417439	4033
4477716	4033
2381599	4033
3306861	4033
2514414	4033
327433	4033
2387409	4033
3367932	4033
2251846	4033
3727568	4033
4354687	4033
3456349	4033
2409049	4033
4409009	4033
4378507	4033
1712240	4033
2381604	4033
3375833	4033
3842231	4033
4394376	4033
4325458	4033
4455234	4033
3989054	4033
4181461	4033
4442781	4033
336901	4033
308153	4033
1116898	4033
327016	4033
353991	4033
312571	4033
308223	4033
347676	4033
306930	4033
334840	4033
4421337	4033
4363240	4033
4460144	4033
4392946	4033
1020888	4033
905790	4033
895630	4033
877946	4033
1013737	4033
990209	4033
966224	4033
964914	4033
967430	4033
943884	4033
918847	4033
996905	4033
1104353	4033
994055	4033
1066413	4033
1057335	4033
988948	4033
1016776	4033
927107	4033
987809	4033
947158	4033
1092029	4033
1003060	4033
889369	4033
1018458	4033
751326	4033
689823	4033
616745	4033
1043395	4033
961311	4033
968615	4033
1040374	4033
1104064	4033
993625	4033
975636	4033
885903	4033
1085825	4033
998868	4033
1049893	4033
1079730	4033
884403	4033
999502	4033
870769	4033
1079930	4033
929063	4033
1038023	4033
1035960	4033
1044766	4033
884661	4033
859862	4033
856811	4033
949897	4033
1053738	4033
886954	4033
950190	4033
948831	4033
990475	4033
1091998	4033
964348	4033
858689	4033
872363	4033
1005662	4033
952886	4033
1103096	4033
899943	4033
1018680	4033
1009683	4033
871533	4033
886841	4033
867589	4033
741987	4033
894120	4033
623103	4033
1051537	4033
622888	4033
868143	4033
751886	4033
998559	4033
666717	4033
1082491	4033
974425	4033
662872	4033
735149	4033
1052273	4033
802210	4033
1010600	4033
760534	4033
669141	4033
783905	4033
724391	4033
720854	4033
635854	4033
776734	4033
620409	4033
782457	4033
630075	4033
700978	4033
780305	4033
792108	4033
691271	4033
676344	4033
678379	4033
651659	4033
714077	4033
445299	4033
381906	4033
460048	4033
860609	4033
193420	4033
262231	4033
189990	4033
190264	4033
177891	4033
187715	4033
196279	4033
106882	4033
333459	4033
315252	4033
334844	4033
4320919	4033
335060	4033
343182	4033
343114	4033
352346	4033
302312	4033
331989	4033
340133	4033
166669	4033
3268551	4033
4385555	4033
1601060	4033
4402798	4033
4385557	4033
4444324	4033
4445234	4033
2018855	4033
351148	4033
168572	4033
322794	4033
4473163	4033
355915	4033
1857645	4033
1857646	4033
1857647	4033
1857648	4033
1857649	4033
624235	4033
3449243	4033
333041	4033
318363	4033
350827	4033
4350963	4033
330747	4033
334510	4033
338103	4033
316865	4033
4446157	4033
348129	4033
315380	4033
325908	4033
347317	4033
541596	4033
572141	4033
346225	4033
329719	4033
309446	4033
4400282	4033
4455510	4033
324929	4033
310000	4033
335275	4033
303424	4033
327973	4033
319689	4033
246558	4033
332614	4033
339909	4033
346417	4033
342884	4033
4393392	4033
3693092	4033
136723	4033
4410775	4033
2816286	4033
4393388	4033
4378079	4033
1925717	4033
4347785	4033
660439	4033
136696	4033
136694	4033
136693	4033
136692	4033
1960496	4033
4346370	4033
4418231	4033
1565323	4033
1512212	4033
2816282	4033
4396103	4033
1747151	4033
4476971	4033
2502465	4033
8396	4033
8394	4033
4471051	4033
4427237	4033
4259889	4033
3375839	4033
4200770	4033
2462492	4033
2477590	4033
4442245	4033
3896059	4033
4338860	4033
4310154	4033
4472144	4033
4351430	4033
4472142	4033
80373	4033
8397	4033
8395	4033
1712247	4033
3236900	4033
4194880	4033
3314172	4033
2062176	4033
2251845	4033
855182	4033
332689	4033
4368154	4033
4380888	4033
4473954	4033
4409008	4033
4358525	4033
3456350	4033
4326349	4033
4345650	4033
4328415	4033
310406	4033
282493	4033
808418	4033
817954	4033
860890	4033
1043480	4033
858338	4033
1066659	4033
889393	4033
977630	4033
1072901	4033
978262	4033
963020	4033
937970	4033
1104309	4033
994923	4033
862847	4033
901559	4033
878871	4033
933812	4033
922753	4033
947396	4033
875669	4033
1064354	4033
960761	4033
1012895	4033
1081183	4033
901358	4033
1016864	4033
1094145	4033
898242	4033
1001310	4033
914514	4033
904833	4033
994446	4033
984517	4033
1047012	4033
648352	4033
1083249	4033
906068	4033
695466	4033
646450	4033
947533	4033
798563	4033
1076305	4033
623810	4033
982065	4033
663268	4033
1030877	4033
695584	4033
937186	4033
751535	4033
1066474	4033
727085	4033
953477	4033
647275	4033
953663	4033
739274	4033
996289	4033
969753	4033
672990	4033
893380	4033
612711	4033
996986	4033
664315	4033
873160	4033
718298	4033
958246	4033
702366	4033
1016466	4033
659451	4033
972973	4033
610419	4033
1002705	4033
715300	4033
892167	4033
721542	4033
1091587	4033
728752	4033
933789	4033
793347	4033
1019359	4033
724960	4033
998935	4033
776193	4033
997430	4033
693438	4033
958691	4033
711634	4033
1079803	4033
633318	4033
904768	4033
708311	4033
904841	4033
673662	4033
973557	4033
613101	4033
921835	4033
768509	4033
936309	4033
765321	4033
1009065	4033
801275	4033
1050179	4033
714415	4033
796534	4033
782308	4033
790903	4033
694770	4033
643948	4033
767330	4033
688465	4033
653405	4033
711236	4033
703971	4033
662938	4033
761167	4033
733619	4033
635801	4033
724496	4033
409301	4033
433364	4033
424708	4033
407953	4033
423128	4033
385646	4033
450597	4033
501895	4033
936474	4033
608579	4033
887275	4033
733217	4033
856196	4033
644301	4033
901645	4033
628472	4033
409865	4033
619778	4033
1095427	4033
687555	4033
345851	4033
2366462	4033
1123674	4033
1144210	4033
1129702	4033
1127057	4033
1129482	4033
1127468	4033
1139465	4033
1131586	4033
1136133	4033
1127910	4033
1132718	4033
1132324	4033
1127741	4033
1128596	4033
4347908	4033
4472329	4033
4417595	4033
4478530	4033
4386315	4033
4362510	4033
4362509	4033
4386314	4033
4328678	4033
4478531	4033
4389223	4033
4400030	4033
4330086	4033
4330082	4033
340782	4033
305208	4033
342953	4033
315702	4033
316010	4033
347505	4033
355251	4033
338618	4033
329425	4033
324313	4033
780083	4033
3392028	4033
821905	4033
838407	4033
731547	4033
4215621	4033
1105700	4033
1097107	4033
852411	4033
705380	4033
1049242	4033
351179	4033
352164	4033
343089	4033
864425	4033
2379926	4033
4235446	4033
4417442	4033
344304	4033
311939	4033
308526	4033
8386	4033
941121	4033
4375750	4033
242603	4033
323279	4033
308416	4033
2077519	4033
326209	4033
329264	4033
173204	4033
1512104	4033
535160	4033
4385517	4033
1104436	4033
4453618	4033
8393	4033
1896187	4033
140419	4033
2325771	4033
4021335	4033
78104	4033
4449453	4033
161833	4033
665921	4033
115340	4033
171009	4033
532590	4033
4407522	4033
160400	4033
8383	4033
238133	4033
8391	4033
142535	4033
28144	4033
1145590	4033
834982	4033
2750871	4033
1136271	4033
253188	4033
129986	4033
4386157	4033
8384	4033
156815	4033
157937	4033
70386	4033
73095	4033
139089	4033
160897	4033
160277	4033
159984	4033
261503	4033
331016	4033
323043	4033
161214	4033
2304406	4033
1639400	4033
1639397	4033
4452893	4033
43048	4033
17643	4033
172890	4033
8390	4033
1131178	4033
1122457	4033
1133826	4033
1124045	4033
260183	4033
168944	4033
254737	4033
1130463	4033
4373662	4033
4442253	4033
1141688	4033
4402840	4033
4442250	4033
4442254	4033
1133407	4033
4373664	4033
142504	4033
4337412	4033
4337413	4033
4081872	4033
4337414	4033
3459974	4033
3459975	4033
3459983	4033
3459981	4033
3255662	4033
2446178	4033
4482248	4033
62904	4033
144472	4033
142001	4033
143899	4033
144041	4033
4418493	4033
811088	4033
236850	4033
142649	4033
1115555	4033
824468	4033
820968	4033
725231	4033
774234	4033
170016	4033
168896	4033
161754	4033
168346	4033
150874	4033
1111887	4033
162138	4033
163195	4033
141358	4033
141025	4033
4400402	4033
3888580	4033
3888576	4033
3888573	4033
2874841	4033
2251854	4033
2935781	4033
248623	4033
143218	4033
142813	4033
143972	4033
144489	4033
144457	4033
142663	4033
144898	4033
144903	4033
142370	4033
4430256	4033
144831	4033
4316326	4033
256541	4033
126179	4033
115812	4033
4301822	4033
4462534	4033
4313829	4033
4313825	4033
4473164	4033
124092	4033
106100	4033
384561	4033
4076439	4033
4298187	4033
4412944	4033
4324677	4033
800900	4033
136697	4033
136695	4033
681408	4033
806925	4033
4477419	4033
4311806	4033
4446155	4033
571823	4033
268774	4033
282496	4033
550360	4033
644254	4033
3174656	4033
3601949	4033
531100	4033
4351740	4033
815863	4033
4335400	4033
1857650	4033
3230648	4033
1825752	4033
4391644	4033
4423906	4033
4304042	4033
886974	4033
831276	4033
860505	4033
922015	4033
899830	4033
960313	4033
949175	4033
995352	4033
1008304	4033
1099870	4033
620612	4033
1029563	4033
1026984	4033
1008163	4033
859626	4033
984404	4033
1022810	4033
924163	4033
991353	4033
1102450	4033
1016558	4033
1084057	4033
873029	4033
943112	4033
975936	4033
915888	4033
1008196	4033
994732	4033
1023616	4033
1056543	4033
863294	4033
962093	4033
1003354	4033
866765	4033
940485	4033
915290	4033
855557	4033
996460	4033
915164	4033
983724	4033
986943	4033
1048404	4033
1005267	4033
856299	4033
893430	4033
912525	4033
1034505	4033
916968	4033
1092179	4033
881057	4033
861447	4033
1045287	4033
917910	4033
864888	4033
908675	4033
1019546	4033
1102809	4033
903776	4033
418642	4033
1097407	4033
892418	4033
890293	4033
1014400	4033
1049016	4033
768080	4033
709491	4033
707536	4033
650140	4033
862227	4033
912835	4033
877992	4033
881277	4033
1102404	4033
1075432	4033
999891	4033
925274	4033
1063378	4033
1005279	4033
916592	4033
1029381	4033
898054	4033
998717	4033
1000817	4033
922174	4033
869228	4033
974187	4033
864022	4033
937224	4033
1023366	4033
742559	4033
1093247	4033
1055429	4033
678444	4033
795426	4033
943224	4033
660229	4033
1023253	4033
636667	4033
996484	4033
680622	4033
894637	4033
673248	4033
954232	4033
619109	4033
932497	4033
700295	4033
1079860	4033
889170	4033
778858	4033
961475	4033
629173	4033
901758	4033
704718	4033
1060658	4033
670464	4033
1077230	4033
757512	4033
924924	4033
753665	4033
925393	4033
695604	4033
1024953	4033
714709	4033
1060509	4033
643864	4033
903174	4033
700530	4033
1068959	4033
773711	4033
1074435	4033
697042	4033
946728	4033
796484	4033
1026418	4033
697797	4033
926104	4033
640888	4033
1051076	4033
660366	4033
975111	4033
747546	4033
861186	4033
650596	4033
1017689	4033
615725	4033
906989	4033
736324	4033
919191	4033
631159	4033
969477	4033
803490	4033
1050626	4033
748467	4033
1066254	4033
772441	4033
1102349	4033
694588	4033
1065634	4033
748791	4033
854254	4033
724489	4033
1079030	4033
621868	4033
1003678	4033
710204	4033
918776	4033
699649	4033
1050511	4033
610736	4033
939296	4033
654080	4033
942379	4033
684446	4033
1028869	4033
672913	4033
890123	4033
764745	4033
918397	4033
677524	4033
1012088	4033
629850	4033
673999	4033
726836	4033
778688	4033
632887	4033
671379	4033
657960	4033
783490	4033
739507	4033
773313	4033
645185	4033
787782	4033
715121	4033
639124	4033
781653	4033
771035	4033
748032	4033
705846	4033
667746	4033
383104	4033
382299	4033
406357	4033
376767	4033
444577	4033
454411	4033
452753	4033
454249	4033
394373	4033
454564	4033
434561	4033
500468	4033
1078130	4033
1014002	4033
994248	4033
917669	4033
1061724	4033
758039	4033
884415	4033
717615	4033
1032757	4033
736103	4033
800705	4033
674202	4033
398805	4033
788319	4033
787963	4033
957480	4033
1030485	4033
951849	4033
382358	4033
537750	4033
1014766	4033
4484811	4033
3698582	4033
351834	4033
4078178	4033
310776	4033
1825764	4033
4442777	4033
343049	4033
333456	4033
353877	4033
311436	4033
320549	4033
313292	4033
334665	4033
317474	4033
321851	4033
319173	4033
341663	4033
331052	4033
354524	4033
309291	4033
327628	4033
341751	4033
4412271	4033
326061	4033
351641	4033
2076692	4033
1052412	4033
1091061	4033
1040348	4033
799833	4033
611776	4033
724032	4033
257979	4033
1911155	4033
1142472	4033
1141355	4033
1130999	4033
1123512	4033
4402838	4033
4482249	4033
4378370	4033
4421943	4033
4369139	4033
4294650	4033
4294648	4033
4391572	4033
167198	4033
164220	4033
164270	4033
169433	4033
171877	4033
163522	4033
4397078	4033
4444433	4033
4397480	4033
4405603	4033
4332164	4033
4405234	4033
4358555	4033
4397478	4033
4388252	4033
4432695	4033
2307974	4033
241900	4033
241079	4033
305704	4033
168243	4033
115418	4033
4345917	4033
3919889	4033
3329500	4033
4472736	4033
279864	4033
566808	4033
804800	4033
4417732	4033
728048	4033
4351737	4033
538694	4033
858076	4033
979462	4033
949264	4033
983365	4033
951067	4033
1010281	4033
761034	4033
887911	4033
1052594	4033
885531	4033
976150	4033
1099957	4033
996611	4033
947993	4033
1101878	4033
879122	4033
639766	4033
606358	4033
732267	4033
648743	4033
754655	4033
732696	4033
769333	4033
686224	4033
611672	4033
654908	4033
630479	4033
711278	4033
658675	4033
766795	4033
617442	4033
724490	4033
688579	4033
637357	4033
687564	4033
604901	4033
615043	4033
615846	4033
731606	4033
761340	4033
775860	4033
630202	4033
776135	4033
752718	4033
801146	4033
700861	4033
756650	4033
707560	4033
625718	4033
720649	4033
618307	4033
672292	4033
674227	4033
738974	4033
733514	4033
678134	4033
783927	4033
707985	4033
746914	4033
632561	4033
731722	4033
629485	4033
798365	4033
771509	4033
798119	4033
700082	4033
760042	4033
625741	4033
774925	4033
660531	4033
684273	4033
702282	4033
662762	4033
739541	4033
626008	4033
793256	4033
803380	4033
687483	4033
610922	4033
673246	4033
718614	4033
741399	4033
609541	4033
626810	4033
615350	4033
682054	4033
705661	4033
799437	4033
770138	4033
654207	4033
621580	4033
611543	4033
657554	4033
720678	4033
1064282	4033
1036321	4033
1049341	4033
1011566	4033
929399	4033
1099273	4033
1027277	4033
946205	4033
965797	4033
1096490	4033
915836	4033
1061383	4033
986383	4033
855694	4033
1073975	4033
1011477	4033
906982	4033
866601	4033
907079	4033
1007616	4033
987353	4033
1095478	4033
880265	4033
1036374	4033
612534	4033
380387	4033
1097288	4033
956151	4033
882049	4033
922131	4033
1003698	4033
887270	4033
903882	4033
736367	4033
972031	4033
708501	4033
911500	4033
654804	4033
990486	4033
773247	4033
979846	4033
692672	4033
924306	4033
636915	4033
1038159	4033
643183	4033
1025673	4033
741668	4033
1034300	4033
749475	4033
1084813	4033
736867	4033
912213	4033
687091	4033
949036	4033
692639	4033
1035128	4033
740246	4033
1102181	4033
1000114	4033
606146	4033
944984	4033
664673	4033
954165	4033
727105	4033
867483	4033
710346	4033
904950	4033
689656	4033
1092711	4033
634646	4033
888228	4033
710526	4033
1015559	4033
797102	4033
936762	4033
656551	4033
1063121	4033
1060478	4033
624634	4033
794221	4033
937078	4033
648856	4033
915501	4033
656897	4033
860300	4033
788079	4033
961073	4033
790242	4033
934552	4033
747807	4033
990326	4033
702278	4033
714275	4033
788569	4033
791991	4033
736352	4033
725154	4033
800006	4033
637749	4033
780026	4033
696797	4033
800944	4033
685310	4033
723249	4033
640162	4033
723498	4033
758735	4033
616215	4033
665082	4033
668831	4033
695556	4033
656576	4033
801931	4033
657623	4033
643165	4033
730479	4033
660929	4033
778058	4033
779934	4033
787772	4033
765272	4033
717239	4033
681096	4033
711828	4033
718572	4033
698900	4033
617868	4033
718620	4033
611490	4033
796712	4033
768906	4033
623793	4033
747316	4033
674160	4033
781536	4033
715598	4033
754491	4033
722500	4033
648842	4033
784075	4033
731426	4033
667929	4033
793913	4033
635082	4033
609503	4033
801806	4033
621368	4033
708599	4033
630036	4033
717108	4033
706235	4033
625685	4033
765628	4033
778661	4033
667625	4033
774910	4033
686757	4033
708735	4033
677661	4033
737051	4033
675747	4033
753663	4033
608412	4033
605351	4033
711919	4033
661780	4033
775769	4033
774759	4033
797269	4033
614057	4033
719094	4033
639432	4033
691139	4033
795247	4033
718448	4033
670980	4033
779582	4033
726086	4033
795279	4033
799930	4033
738170	4033
725279	4033
669445	4033
770559	4033
727926	4033
652760	4033
687760	4033
718412	4033
627876	4033
606459	4033
740594	4033
790962	4033
765829	4033
777993	4033
697804	4033
786695	4033
796725	4033
715398	4033
750852	4033
647547	4033
785192	4033
678707	4033
719447	4033
795081	4033
695380	4033
739311	4033
663988	4033
720913	4033
743070	4033
724935	4033
803121	4033
729617	4033
775987	4033
681662	4033
620345	4033
649273	4033
680123	4033
647351	4033
729744	4033
645949	4033
644338	4033
616644	4033
783664	4033
780938	4033
646060	4033
605688	4033
778943	4033
641698	4033
694597	4033
700373	4033
647183	4033
767133	4033
608229	4033
686103	4033
749310	4033
698928	4033
736282	4033
744959	4033
617375	4033
690370	4033
725711	4033
622700	4033
617151	4033
697853	4033
718705	4033
754051	4033
715898	4033
766597	4033
706602	4033
754235	4033
738814	4033
761860	4033
745369	4033
605250	4033
703706	4033
700563	4033
729506	4033
789955	4033
638716	4033
734556	4033
728009	4033
628739	4033
716897	4033
626304	4033
798656	4033
735657	4033
754775	4033
721396	4033
630461	4033
654533	4033
800949	4033
664649	4033
734622	4033
639241	4033
646389	4033
685088	4033
620033	4033
663528	4033
667383	4033
712320	4033
702145	4033
638774	4033
699681	4033
701119	4033
638502	4033
733864	4033
467170	4033
416197	4033
454571	4033
379688	4033
401912	4033
464475	4033
404570	4033
405166	4033
377141	4033
416546	4033
381988	4033
384167	4033
388169	4033
446809	4033
411445	4033
416371	4033
430148	4033
464247	4033
493345	4033
943509	4033
800155	4033
658156	4033
643575	4033
451818	4033
431941	4033
1053827	4033
751424	4033
715204	4033
736905	4033
1141146	4033
339934	4033
143258	4033
143330	4033
141504	4033
4371138	4033
785194	4033
551783	4033
4468922	4033
549389	4033
541473	4033
704684	4033
714152	4033
654339	4033
738437	4033
795818	4033
540375	4033
556554	4033
108769	4033
8385	4033
560361	4033
742018	4033
742184	4033
534300	4033
1048574	4033
737343	4033
143629	4033
144470	4033
143714	4033
767044	4033
142775	4033
141530	4033
570565	4033
207159	4033
809116	4033
819063	4033
680023	4033
4373714	4033
550650	4033
654654	4033
4335105	4033
4468920	4033
681258	4033
4337863	4033
804040	4033
658714	4033
579212	4033
561125	4033
783436	4033
246956	4033
546162	4033
721447	4033
4410357	4033
554521	4033
572776	4033
235992	4033
241109	4033
702578	4033
4078867	4033
823667	4033
4460540	4033
153563	4033
527063	4033
670962	4033
243748	4033
254825	4033
1585540	4033
637618	4033
633889	4033
282213	4033
829804	4033
553368	4033
329077	4033
560215	4033
211035	4033
552902	4033
3193197	4033
542006	4033
1137640	4033
1138286	4033
1141083	4033
1131170	4033
4374150	4033
4081879	4033
4481931	4033
47756	4033
2101597	4033
130393	4033
4323725	4033
4340050	4033
2251862	4033
4358557	4033
4333876	4033
304349	4033
342310	4033
323353	4033
337119	4033
336507	4033
354438	4033
308035	4033
342773	4033
144664	4033
326087	4033
320543	4033
347578	4033
338027	4033
345404	4033
323367	4033
316623	4033
306753	4033
348104	4033
354954	4033
571595	4033
525986	4033
327514	4033
307214	4033
309851	4033
354129	4033
341167	4033
321549	4033
343269	4033
323355	4033
355352	4033
339869	4033
338574	4033
326002	4033
355185	4033
307503	4033
325987	4033
324871	4033
319394	4033
786481	4033
331665	4033
323553	4033
353900	4033
322568	4033
327415	4033
328288	4033
325176	4033
310138	4033
349507	4033
323935	4033
322680	4033
313886	4033
4307250	4033
4328226	4033
4377209	4033
4309164	4033
322052	4033
321519	4033
309990	4033
323282	4033
303662	4033
308882	4033
348116	4033
322873	4033
330461	4033
355491	4033
341604	4033
331660	4033
322271	4033
311762	4033
317429	4033
335294	4033
311651	4033
345336	4033
332544	4033
338444	4033
329094	4033
321081	4033
337522	4033
345644	4033
325139	4033
348316	4033
310476	4033
320928	4033
316942	4033
1925711	4033
2180652	4033
3799736	4033
3913762	4033
2117436	4033
2018856	4033
3680340	4033
3983359	4033
4194881	4033
327379	4033
2802213	4033
2241885	4033
4332305	4033
4300809	4033
4300806	4033
4300805	4033
4308021	4033
322306	4033
334639	4033
4282357	4033
338298	4033
316318	4033
339612	4033
328534	4033
312346	4033
352476	4033
315489	4033
306475	4033
316507	4033
4376260	4033
4282360	4033
4311807	4033
325514	4033
4304824	4033
304266	4033
