GenomeID	Copies_16S
441151	7
442083	7
445417	7
394580	7
450210	7
465575	7
387228	7
425728	7
382354	7
449655	7
441863	7
385810	7
394020	7
436668	7
462118	7
398450	7
371878	7
431872	7
412022	7
405400	7
438192	7
411067	7
406286	7
453832	7
418636	7
493204	7
493314	7
500258	7
500339	7
574800	7
336593	7
1055773	7
1030404	7
942064	7
607280	7
973970	7
649087	7
1048746	7
712836	7
979152	7
618980	7
955676	7
697319	7
444086	7
450958	7
450727	7
1021912	7
864296	7
799749	7
337195	7
350391	7
337358	7
349355	7
318841	7
322207	7
314511	7
310959	7
303547	7
313439	7
336373	7
340621	7
310209	7
325266	7
345544	7
332869	7
345829	7
324572	7
342302	7
355664	7
4478479	7
3604010	7
4432291	7
3610038	7
2993437	7
2117426	7
3940413	7
4429312	7
2429776	7
4397457	7
4378087	7
2674565	7
611463	7
3003947	7
314654	7
4416450	7
1012339	7
677602	7
856261	7
748356	7
920889	7
920472	7
768208	7
349314	7
1030540	7
682741	7
316225	7
312019	7
324348	7
988314	7
141264	7
121352	7
259035	7
326718	7
104391	7
236202	7
4320481	7
4373653	7
331992	7
1146184	7
826503	7
814546	7
821880	7
169009	7
160286	7
161478	7
3517971	7
1639393	7
1639398	7
590417	7
151259	7
152421	7
555617	7
140071	7
231862	7
1125059	7
4429362	7
64657	7
4337410	7
722690	7
980640	7
707600	7
539579	7
810588	7
267708	7
4365152	7
3762646	7
4267655	7
2874842	7
4330437	7
4483127	7
3258590	7
4358552	7
3799794	7
4358550	7
3799793	7
819673	7
303781	7
4439276	7
304767	7
509679	7
323151	7
1770894	7
433643	7
455744	7
4077363	7
2572354	7
1793785	7
4410774	7
3536246	7
4298188	7
4335734	7
4339154	7
4384675	7
4354688	7
4194885	7
3085147	7
3896075	7
690456	7
1572278	7
3475690	7
2195977	7
2135234	7
1549257	7
4385556	7
1512087	7
3845866	7
341096	7
2802206	7
4477416	7
345641	7
2303925	7
2309601	7
4075222	7
4448217	7
4448216	7
3727576	7
561650	7
4460141	7
4421338	7
2639473	7
4334056	7
286873	7
872797	7
945305	7
1003987	7
950245	7
1101289	7
168614	7
313699	7
350818	7
308959	7
3522841	7
1101889	7
931308	7
304574	7
338365	7
311284	7
315037	7
310643	7
341673	7
321094	7
342730	7
318924	7
328082	7
318565	7
318665	7
1708702	7
873953	7
871511	7
8389	7
63478	7
4329734	7
1134885	7
1127350	7
4402841	7
4402839	7
4402835	7
4373665	7
1122842	7
1135400	7
1137847	7
1145180	7
1141186	7
1145567	7
1122286	7
4402837	7
4402836	7
4373660	7
4373663	7
1133175	7
1132591	7
4319159	7
4442252	7
1130854	7
1136168	7
4429361	7
4373659	7
4373661	7
4410985	7
1141650	7
4428752	7
1128450	7
237406	7
1131852	7
1147542	7
811617	7
3799795	7
312078	7
317445	7
338685	7
331307	7
243275	7
143092	7
809567	7
316938	7
305938	7
314245	7
316581	7
356169	7
352349	7
341188	7
573449	7
349527	7
334885	7
320294	7
311175	7
344961	7
320180	7
324718	7
336376	7
321948	7
331883	7
310008	7
305939	7
335357	7
343549	7
353972	7
327515	7
347550	7
350006	7
346986	7
315924	7
4345913	7
4305197	7
539944	7
343248	7
304927	7
312162	7
347158	7
337587	7
321222	7
306707	7
339242	7
337152	7
353542	7
331213	7
313592	7
322483	7
309774	7
314647	7
356332	7
322170	7
305358	7
331568	7
307948	7
330466	7
343146	7
334072	7
107590	7
341536	7
324486	7
306787	7
318925	7
350976	7
354699	7
322882	7
304587	7
329230	7
326275	7
351700	7
340183	7
3142823	7
351310	7
440030	7
4395549	7
4384034	7
4409005	7
327449	7
4382151	7
4382152	7
4382148	7
2251841	7
4078179	7
2077522	7
614960	7
4325129	7
2077523	7
2366354	7
4464132	7
353354	7
4200769	7
4194874	7
4378080	7
4378085	7
3964074	7
1770889	7
4472145	7
4459783	7
2700492	7
3610034	7
4417439	7
4477716	7
2381599	7
3306861	7
2514414	7
327433	7
2387409	7
3367932	7
2251846	7
3727568	7
4354687	7
3456349	7
2409049	7
4409009	7
4378507	7
1712240	7
2381604	7
3375833	7
3842231	7
4394376	7
4325458	7
4455234	7
3989054	7
4181461	7
4442781	7
336901	7
308153	7
1116898	7
327016	7
353991	7
312571	7
308223	7
347676	7
306930	7
334840	7
4421337	7
4363240	7
4460144	7
4392946	7
1020888	7
905790	7
895630	7
877946	7
1013737	7
990209	7
966224	7
964914	7
967430	7
943884	7
918847	7
996905	7
1104353	7
994055	7
1066413	7
1057335	7
988948	7
1016776	7
927107	7
987809	7
947158	7
1092029	7
1003060	7
889369	7
1018458	7
751326	7
689823	7
616745	7
1043395	7
961311	7
968615	7
1040374	7
1104064	7
993625	7
975636	7
885903	7
1085825	7
998868	7
1049893	7
1079730	7
884403	7
999502	7
870769	7
1079930	7
929063	7
1038023	7
1035960	7
1044766	7
884661	7
859862	7
856811	7
949897	7
1053738	7
886954	7
950190	7
948831	7
990475	7
1091998	7
964348	7
858689	7
872363	7
1005662	7
952886	7
1103096	7
899943	7
1018680	7
1009683	7
871533	7
886841	7
867589	7
741987	7
894120	7
623103	7
1051537	7
622888	7
868143	7
751886	7
998559	7
666717	7
1082491	7
974425	7
662872	7
735149	7
1052273	7
802210	7
1010600	7
760534	7
669141	7
783905	7
724391	7
720854	7
635854	7
776734	7
620409	7
782457	7
630075	7
700978	7
780305	7
792108	7
691271	7
676344	7
678379	7
651659	7
714077	7
445299	7
381906	7
460048	7
860609	7
193420	7
262231	7
189990	7
190264	7
177891	7
187715	7
196279	7
106882	7
333459	7
315252	7
334844	7
4320919	7
335060	7
343182	7
343114	7
352346	7
302312	7
331989	7
340133	7
166669	7
3268551	7
4385555	7
1601060	7
4402798	7
4385557	7
4444324	7
4445234	7
2018855	7
351148	7
168572	7
322794	7
4473163	7
355915	7
1857645	7
1857646	7
1857647	7
1857648	7
1857649	7
624235	7
3449243	7
333041	7
318363	7
350827	7
4350963	7
330747	7
334510	7
338103	7
316865	7
4446157	7
348129	7
315380	7
325908	7
347317	7
541596	7
572141	7
346225	7
329719	7
309446	7
4400282	7
4455510	7
324929	7
310000	7
335275	7
303424	7
327973	7
319689	7
246558	7
332614	7
339909	7
346417	7
342884	7
4393392	7
3693092	7
136723	7
4410775	7
2816286	7
4393388	7
4378079	7
1925717	7
4347785	7
660439	7
136696	7
136694	7
136693	7
136692	7
1960496	7
4346370	7
4418231	7
1565323	7
1512212	7
2816282	7
4396103	7
1747151	7
4476971	7
2502465	7
8396	7
8394	7
4471051	7
4427237	7
4259889	7
3375839	7
4200770	7
2462492	7
2477590	7
4442245	7
3896059	7
4338860	7
4310154	7
4472144	7
4351430	7
4472142	7
80373	7
8397	7
8395	7
1712247	7
3236900	7
4194880	7
3314172	7
2062176	7
2251845	7
855182	7
332689	7
4368154	7
4380888	7
4473954	7
4409008	7
4358525	7
3456350	7
4326349	7
4345650	7
4328415	7
310406	7
282493	7
808418	7
817954	7
860890	7
1043480	7
858338	7
1066659	7
889393	7
977630	7
1072901	7
978262	7
963020	7
937970	7
1104309	7
994923	7
862847	7
901559	7
878871	7
933812	7
922753	7
947396	7
875669	7
1064354	7
960761	7
1012895	7
1081183	7
901358	7
1016864	7
1094145	7
898242	7
1001310	7
914514	7
904833	7
994446	7
984517	7
1047012	7
648352	7
1083249	7
906068	7
695466	7
646450	7
947533	7
798563	7
1076305	7
623810	7
982065	7
663268	7
1030877	7
695584	7
937186	7
751535	7
1066474	7
727085	7
953477	7
647275	7
953663	7
739274	7
996289	7
969753	7
672990	7
893380	7
612711	7
996986	7
664315	7
873160	7
718298	7
958246	7
702366	7
1016466	7
659451	7
972973	7
610419	7
1002705	7
715300	7
892167	7
721542	7
1091587	7
728752	7
933789	7
793347	7
1019359	7
724960	7
998935	7
776193	7
997430	7
693438	7
958691	7
711634	7
1079803	7
633318	7
904768	7
708311	7
904841	7
673662	7
973557	7
613101	7
921835	7
768509	7
936309	7
765321	7
1009065	7
801275	7
1050179	7
714415	7
796534	7
782308	7
790903	7
694770	7
643948	7
767330	7
688465	7
653405	7
711236	7
703971	7
662938	7
761167	7
733619	7
635801	7
724496	7
409301	7
433364	7
424708	7
407953	7
423128	7
385646	7
450597	7
501895	7
936474	7
608579	7
887275	7
733217	7
856196	7
644301	7
901645	7
628472	7
409865	7
619778	7
1095427	7
687555	7
345851	7
2366462	7
1123674	7
1144210	7
1129702	7
1127057	7
1129482	7
1127468	7
1139465	7
1131586	7
1136133	7
1127910	7
1132718	7
1132324	7
1127741	7
1128596	7
4347908	7
4472329	7
4417595	7
4478530	7
4386315	7
4362510	7
4362509	7
4386314	7
4328678	7
4478531	7
4389223	7
4400030	7
4330086	7
4330082	7
340782	7
305208	7
342953	7
315702	7
316010	7
347505	7
355251	7
338618	7
329425	7
324313	7
780083	7
3392028	7
821905	7
838407	7
731547	7
4215621	7
1105700	7
1097107	7
852411	7
705380	7
1049242	7
351179	7
352164	7
343089	7
864425	7
2379926	7
4235446	7
4417442	7
344304	7
311939	7
308526	7
8386	7
941121	7
4375750	7
242603	7
323279	7
308416	7
2077519	7
326209	7
329264	7
173204	7
1512104	7
535160	7
4385517	7
1104436	7
4453618	7
8393	7
1896187	7
140419	7
2325771	7
4021335	7
78104	7
4449453	7
161833	7
665921	7
115340	7
171009	7
532590	7
4407522	7
160400	7
8383	7
238133	7
8391	7
142535	7
28144	7
1145590	7
834982	7
2750871	7
1136271	7
253188	7
129986	7
4386157	7
8384	7
156815	7
157937	7
70386	7
73095	7
139089	7
160897	7
160277	7
159984	7
261503	7
331016	7
323043	7
161214	7
2304406	7
1639400	7
1639397	7
4452893	7
43048	7
17643	7
172890	7
8390	7
1131178	7
1122457	7
1133826	7
1124045	7
260183	7
168944	7
254737	7
1130463	7
4373662	7
4442253	7
1141688	7
4402840	7
4442250	7
4442254	7
1133407	7
4373664	7
142504	7
4337412	7
4337413	7
4081872	7
4337414	7
3459974	7
3459975	7
3459983	7
3459981	7
3255662	7
2446178	7
4482248	7
62904	7
144472	7
142001	7
143899	7
144041	7
4418493	7
811088	7
236850	7
142649	7
1115555	7
824468	7
820968	7
725231	7
774234	7
170016	7
168896	7
161754	7
168346	7
150874	7
1111887	7
162138	7
163195	7
141358	7
141025	7
4400402	7
3888580	7
3888576	7
3888573	7
2874841	7
2251854	7
2935781	7
248623	7
143218	7
142813	7
143972	7
144489	7
144457	7
142663	7
144898	7
144903	7
142370	7
4430256	7
144831	7
4316326	7
256541	7
126179	7
115812	7
4301822	7
4462534	7
4313829	7
4313825	7
4473164	7
124092	7
106100	7
384561	7
4076439	7
4298187	7
4412944	7
4324677	7
800900	7
136697	7
136695	7
681408	7
806925	7
4477419	7
4311806	7
4446155	7
571823	7
268774	7
282496	7
550360	7
644254	7
3174656	7
3601949	7
531100	7
4351740	7
815863	7
4335400	7
1857650	7
3230648	7
1825752	7
4391644	7
4423906	7
4304042	7
886974	7
831276	7
860505	7
922015	7
899830	7
960313	7
949175	7
995352	7
1008304	7
1099870	7
620612	7
1029563	7
1026984	7
1008163	7
859626	7
984404	7
1022810	7
924163	7
991353	7
1102450	7
1016558	7
1084057	7
873029	7
943112	7
975936	7
915888	7
1008196	7
994732	7
1023616	7
1056543	7
863294	7
962093	7
1003354	7
866765	7
940485	7
915290	7
855557	7
996460	7
915164	7
983724	7
986943	7
1048404	7
1005267	7
856299	7
893430	7
912525	7
1034505	7
916968	7
1092179	7
881057	7
861447	7
1045287	7
917910	7
864888	7
908675	7
1019546	7
1102809	7
903776	7
418642	7
1097407	7
892418	7
890293	7
1014400	7
1049016	7
768080	7
709491	7
707536	7
650140	7
862227	7
912835	7
877992	7
881277	7
1102404	7
1075432	7
999891	7
925274	7
1063378	7
1005279	7
916592	7
1029381	7
898054	7
998717	7
1000817	7
922174	7
869228	7
974187	7
864022	7
937224	7
1023366	7
742559	7
1093247	7
1055429	7
678444	7
795426	7
943224	7
660229	7
1023253	7
636667	7
996484	7
680622	7
894637	7
673248	7
954232	7
619109	7
932497	7
700295	7
1079860	7
889170	7
778858	7
961475	7
629173	7
901758	7
704718	7
1060658	7
670464	7
1077230	7
757512	7
924924	7
753665	7
925393	7
695604	7
1024953	7
714709	7
1060509	7
643864	7
903174	7
700530	7
1068959	7
773711	7
1074435	7
697042	7
946728	7
796484	7
1026418	7
697797	7
926104	7
640888	7
1051076	7
660366	7
975111	7
747546	7
861186	7
650596	7
1017689	7
615725	7
906989	7
736324	7
919191	7
631159	7
969477	7
803490	7
1050626	7
748467	7
1066254	7
772441	7
1102349	7
694588	7
1065634	7
748791	7
854254	7
724489	7
1079030	7
621868	7
1003678	7
710204	7
918776	7
699649	7
1050511	7
610736	7
939296	7
654080	7
942379	7
684446	7
1028869	7
672913	7
890123	7
764745	7
918397	7
677524	7
1012088	7
629850	7
673999	7
726836	7
778688	7
632887	7
671379	7
657960	7
783490	7
739507	7
773313	7
645185	7
787782	7
715121	7
639124	7
781653	7
771035	7
748032	7
705846	7
667746	7
383104	7
382299	7
406357	7
376767	7
444577	7
454411	7
452753	7
454249	7
394373	7
454564	7
434561	7
500468	7
1078130	7
1014002	7
994248	7
917669	7
1061724	7
758039	7
884415	7
717615	7
1032757	7
736103	7
800705	7
674202	7
398805	7
788319	7
787963	7
957480	7
1030485	7
951849	7
382358	7
537750	7
1014766	7
4484811	7
3698582	7
351834	7
4078178	7
310776	7
1825764	7
4442777	7
343049	7
333456	7
353877	7
311436	7
320549	7
313292	7
334665	7
317474	7
321851	7
319173	7
341663	7
331052	7
354524	7
309291	7
327628	7
341751	7
4412271	7
326061	7
351641	7
2076692	7
1052412	7
1091061	7
1040348	7
799833	7
611776	7
724032	7
257979	7
1911155	7
1142472	7
1141355	7
1130999	7
1123512	7
4402838	7
4482249	7
4378370	7
4421943	7
4369139	7
4294650	7
4294648	7
4391572	7
167198	7
164220	7
164270	7
169433	7
171877	7
163522	7
4397078	7
4444433	7
4397480	7
4405603	7
4332164	7
4405234	7
4358555	7
4397478	7
4388252	7
4432695	7
2307974	7
241900	7
241079	7
305704	7
168243	7
115418	7
4345917	7
3919889	7
3329500	7
4472736	7
279864	7
566808	7
804800	7
4417732	7
728048	7
4351737	7
538694	7
858076	7
979462	7
949264	7
983365	7
951067	7
1010281	7
761034	7
887911	7
1052594	7
885531	7
976150	7
1099957	7
996611	7
947993	7
1101878	7
879122	7
639766	7
606358	7
732267	7
648743	7
754655	7
732696	7
769333	7
686224	7
611672	7
654908	7
630479	7
711278	7
658675	7
766795	7
617442	7
724490	7
688579	7
637357	7
687564	7
604901	7
615043	7
615846	7
731606	7
761340	7
775860	7
630202	7
776135	7
752718	7
801146	7
700861	7
756650	7
707560	7
625718	7
720649	7
618307	7
672292	7
674227	7
738974	7
733514	7
678134	7
783927	7
707985	7
746914	7
632561	7
731722	7
629485	7
798365	7
771509	7
798119	7
700082	7
760042	7
625741	7
774925	7
660531	7
684273	7
702282	7
662762	7
739541	7
626008	7
793256	7
803380	7
687483	7
610922	7
673246	7
718614	7
741399	7
609541	7
626810	7
615350	7
682054	7
705661	7
799437	7
770138	7
654207	7
621580	7
611543	7
657554	7
720678	7
1064282	7
1036321	7
1049341	7
1011566	7
929399	7
1099273	7
1027277	7
946205	7
965797	7
1096490	7
915836	7
1061383	7
986383	7
855694	7
1073975	7
1011477	7
906982	7
866601	7
907079	7
1007616	7
987353	7
1095478	7
880265	7
1036374	7
612534	7
380387	7
1097288	7
956151	7
882049	7
922131	7
1003698	7
887270	7
903882	7
736367	7
972031	7
708501	7
911500	7
654804	7
990486	7
773247	7
979846	7
692672	7
924306	7
636915	7
1038159	7
643183	7
1025673	7
741668	7
1034300	7
749475	7
1084813	7
736867	7
912213	7
687091	7
949036	7
692639	7
1035128	7
740246	7
1102181	7
1000114	7
606146	7
944984	7
664673	7
954165	7
727105	7
867483	7
710346	7
904950	7
689656	7
1092711	7
634646	7
888228	7
710526	7
1015559	7
797102	7
936762	7
656551	7
1063121	7
1060478	7
624634	7
794221	7
937078	7
648856	7
915501	7
656897	7
860300	7
788079	7
961073	7
790242	7
934552	7
747807	7
990326	7
702278	7
714275	7
788569	7
791991	7
736352	7
725154	7
800006	7
637749	7
780026	7
696797	7
800944	7
685310	7
723249	7
640162	7
723498	7
758735	7
616215	7
665082	7
668831	7
695556	7
656576	7
801931	7
657623	7
643165	7
730479	7
660929	7
778058	7
779934	7
787772	7
765272	7
717239	7
681096	7
711828	7
718572	7
698900	7
617868	7
718620	7
611490	7
796712	7
768906	7
623793	7
747316	7
674160	7
781536	7
715598	7
754491	7
722500	7
648842	7
784075	7
731426	7
667929	7
793913	7
635082	7
609503	7
801806	7
621368	7
708599	7
630036	7
717108	7
706235	7
625685	7
765628	7
778661	7
667625	7
774910	7
686757	7
708735	7
677661	7
737051	7
675747	7
753663	7
608412	7
605351	7
711919	7
661780	7
775769	7
774759	7
797269	7
614057	7
719094	7
639432	7
691139	7
795247	7
718448	7
670980	7
779582	7
726086	7
795279	7
799930	7
738170	7
725279	7
669445	7
770559	7
727926	7
652760	7
687760	7
718412	7
627876	7
606459	7
740594	7
790962	7
765829	7
777993	7
697804	7
786695	7
796725	7
715398	7
750852	7
647547	7
785192	7
678707	7
719447	7
795081	7
695380	7
739311	7
663988	7
720913	7
743070	7
724935	7
803121	7
729617	7
775987	7
681662	7
620345	7
649273	7
680123	7
647351	7
729744	7
645949	7
644338	7
616644	7
783664	7
780938	7
646060	7
605688	7
778943	7
641698	7
694597	7
700373	7
647183	7
767133	7
608229	7
686103	7
749310	7
698928	7
736282	7
744959	7
617375	7
690370	7
725711	7
622700	7
617151	7
697853	7
718705	7
754051	7
715898	7
766597	7
706602	7
754235	7
738814	7
761860	7
745369	7
605250	7
703706	7
700563	7
729506	7
789955	7
638716	7
734556	7
728009	7
628739	7
716897	7
626304	7
798656	7
735657	7
754775	7
721396	7
630461	7
654533	7
800949	7
664649	7
734622	7
639241	7
646389	7
685088	7
620033	7
663528	7
667383	7
712320	7
702145	7
638774	7
699681	7
701119	7
638502	7
733864	7
467170	7
416197	7
454571	7
379688	7
401912	7
464475	7
404570	7
405166	7
377141	7
416546	7
381988	7
384167	7
388169	7
446809	7
411445	7
416371	7
430148	7
464247	7
493345	7
943509	7
800155	7
658156	7
643575	7
451818	7
431941	7
1053827	7
751424	7
715204	7
736905	7
1141146	7
339934	7
143258	7
143330	7
141504	7
4371138	7
785194	7
551783	7
4468922	7
549389	7
541473	7
704684	7
714152	7
654339	7
738437	7
795818	7
540375	7
556554	7
108769	7
8385	7
560361	7
742018	7
742184	7
534300	7
1048574	7
737343	7
143629	7
144470	7
143714	7
767044	7
142775	7
141530	7
570565	7
207159	7
809116	7
819063	7
680023	7
4373714	7
550650	7
654654	7
4335105	7
4468920	7
681258	7
4337863	7
804040	7
658714	7
579212	7
561125	7
783436	7
246956	7
546162	7
721447	7
4410357	7
554521	7
572776	7
235992	7
241109	7
702578	7
4078867	7
823667	7
4460540	7
153563	7
527063	7
670962	7
243748	7
254825	7
1585540	7
637618	7
633889	7
282213	7
829804	7
553368	7
329077	7
560215	7
211035	7
552902	7
3193197	7
542006	7
1137640	7
1138286	7
1141083	7
1131170	7
4374150	7
4081879	7
4481931	7
47756	7
2101597	7
130393	7
4323725	7
4340050	7
2251862	7
4358557	7
4333876	7
304349	7
342310	7
323353	7
337119	7
336507	7
354438	7
308035	7
342773	7
144664	7
326087	7
320543	7
347578	7
338027	7
345404	7
323367	7
316623	7
306753	7
348104	7
354954	7
571595	7
525986	7
327514	7
307214	7
309851	7
354129	7
341167	7
321549	7
343269	7
323355	7
355352	7
339869	7
338574	7
326002	7
355185	7
307503	7
325987	7
324871	7
319394	7
786481	7
331665	7
323553	7
353900	7
322568	7
327415	7
328288	7
325176	7
310138	7
349507	7
323935	7
322680	7
313886	7
4307250	7
4328226	7
4377209	7
4309164	7
322052	7
321519	7
309990	7
323282	7
303662	7
308882	7
348116	7
322873	7
330461	7
355491	7
341604	7
331660	7
322271	7
311762	7
317429	7
335294	7
311651	7
345336	7
332544	7
338444	7
329094	7
321081	7
337522	7
345644	7
325139	7
348316	7
310476	7
320928	7
316942	7
1925711	7
2180652	7
3799736	7
3913762	7
2117436	7
2018856	7
3680340	7
3983359	7
4194881	7
327379	7
2802213	7
2241885	7
4332305	7
4300809	7
4300806	7
4300805	7
4308021	7
322306	7
334639	7
4282357	7
338298	7
316318	7
339612	7
328534	7
312346	7
352476	7
315489	7
306475	7
316507	7
4376260	7
4282360	7
4311807	7
325514	7
4304824	7
304266	7
339898	7
333988	7
313097	7
335774	7
348177	7
329017	7
336263	7
329438	7
317151	7
319452	7
355701	7
566783	7
4303910	7
4303909	7
4376241	7
4376242	7
589611	7
4341098	7
4391648	7
2281526	7
1125398	7
580465	7
4457373	7
3026906	7
4421335	7
4405673	7
4361529	7
1708701	7
1896188	7
4392949	7
4421340	7
4457370	7
4422795	7
4434236	7
4457369	7
4434235	7
4437437	7
155512	7
216991	7
807097	7
4235449	7
352225	7
4333705	7
1133078	7
1066550	7
2186475	7
1056851	7
774463	7
329315	7
676571	7
735212	7
779960	7
700529	7
762741	7
4416445	7
1110959	7
898895	7
1095714	7
1038919	7
869063	7
975159	7
990463	7
897711	7
708232	7
853733	7
974443	7
1062286	7
936598	7
1043935	7
1097279	7
977767	7
1083509	7
874145	7
859968	7
974731	7
887971	7
709279	7
882380	7
700137	7
939486	7
717936	7
992062	7
742066	7
990624	7
679361	7
1030967	7
685518	7
856834	7
776581	7
954890	7
650200	7
898506	7
624375	7
917322	7
699819	7
955989	7
707907	7
1005333	7
757882	7
909013	7
678043	7
994728	7
752774	7
893595	7
713399	7
1023664	7
751967	7
870972	7
732475	7
987750	7
620563	7
389952	7
444702	7
967733	7
940402	7
632902	7
2639475	7
2639472	7
2639470	7
332315	7
879361	7
170774	7
4481710	7
334801	7
308110	7
315951	7
329766	7
339690	7
321233	7
335014	7
4371190	7
4371189	7
4332127	7
836895	7
4391643	7
653079	7
893703	7
983681	7
909340	7
1030130	7
925951	7
800181	7
669013	7
783696	7
1042035	7
863119	7
922075	7
1099224	7
972202	7
1031724	7
1010368	7
994571	7
1058643	7
1082245	7
915548	7
971228	7
1024141	7
911429	7
1028973	7
897026	7
872103	7
609727	7
757945	7
760575	7
764633	7
697330	7
738279	7
624975	7
682880	7
778700	7
804363	7
661882	7
990431	7
864417	7
1097829	7
983067	7
903973	7
1016175	7
1042495	7
1046087	7
980738	7
997893	7
916808	7
1033278	7
899857	7
1061298	7
972896	7
642585	7
804498	7
723001	7
631494	7
724548	7
441116	7
968215	7
865365	7
1027583	7
972947	7
1075810	7
976856	7
875177	7
1024021	7
1000796	7
952637	7
682525	7
1104112	7
1004808	7
942882	7
992942	7
912980	7
1096357	7
867539	7
636592	7
721429	7
769987	7
757277	7
613901	7
422904	7
465417	7
879826	7
1099164	7
1081814	7
874487	7
1015005	7
1086139	7
899099	7
946590	7
905245	7
998109	7
997036	7
934591	7
1066501	7
863750	7
875459	7
890416	7
1023976	7
982166	7
1015365	7
860017	7
1049309	7
885495	7
885572	7
1051027	7
1083106	7
1014740	7
1013129	7
946938	7
955172	7
1038334	7
1048343	7
1015875	7
896019	7
888249	7
948983	7
1082522	7
911169	7
970930	7
1085696	7
1055137	7
1013111	7
740804	7
935297	7
734591	7
931388	7
641428	7
899746	7
697105	7
880100	7
728120	7
900829	7
754624	7
1048119	7
714898	7
903677	7
867762	7
767138	7
1079640	7
740515	7
1019403	7
696567	7
919183	7
774219	7
896097	7
640128	7
1028032	7
654454	7
855422	7
793025	7
1004612	7
710606	7
1091293	7
605179	7
965765	7
738000	7
1061135	7
697778	7
983425	7
614313	7
979136	7
683669	7
929193	7
758119	7
856032	7
695349	7
1014858	7
662576	7
894778	7
1095204	7
865966	7
964039	7
1099592	7
770537	7
652087	7
666936	7
782609	7
609861	7
1041497	7
796238	7
943072	7
638300	7
1081293	7
781300	7
978960	7
628850	7
1075062	7
704883	7
1024090	7
615172	7
908297	7
658074	7
1098117	7
714933	7
931664	7
1044836	7
963860	7
768504	7
648254	7
765319	7
384220	7
1045282	7
799097	7
899977	7
700730	7
984805	7
803942	7
980998	7
790762	7
1004758	7
707486	7
918715	7
792756	7
929217	7
722879	7
1003231	7
706789	7
915577	7
685550	7
981451	7
620465	7
1007369	7
711164	7
884516	7
741340	7
779232	7
779376	7
643836	7
794224	7
728350	7
776910	7
788098	7
656166	7
752121	7
703186	7
722750	7
760768	7
635949	7
758236	7
614812	7
786113	7
664936	7
724337	7
616096	7
605122	7
450671	7
450852	7
381634	7
422919	7
452075	7
453133	7
411813	7
452270	7
462457	7
460009	7
430884	7
414699	7
450250	7
397264	7
379049	7
385791	7
450765	7
380822	7
414936	7
1036340	7
884099	7
961200	7
1064337	7
956685	7
644313	7
1063776	7
804002	7
856993	7
776778	7
937768	7
607900	7
1019030	7
671312	7
854349	7
749555	7
977018	7
789381	7
638609	7
709963	7
620088	7
389014	7
1096274	7
948649	7
882784	7
766993	7
419002	7
406960	7
905390	7
766730	7
1041090	7
803841	7
655742	7
341934	7
308421	7
342119	7
307300	7
352738	7
